date,var,depth,site,value
2021-12-30,temp,200,600410,-0.3
2021-12-30,temp,200,600411,-1.1
2021-12-30,temp,200,600413,-1.2
2021-12-30,temp,300,600409,0.7
2021-12-30,temp,300,600410,-0.2
2021-12-30,temp,300,600411,-0.6
2021-12-30,temp,300,600413,-0.6
2021-12-30,temp,400,600409,1.6
2021-12-30,temp,400,600410,0
2021-12-30,temp,400,600411,0
2021-12-30,temp,400,600413,0.2
2021-12-30,temp,500,600409,1.7
2021-12-30,temp,500,600410,0.5
2021-12-30,temp,500,600411,0.6
2021-12-30,temp,500,600413,0.2
2021-12-30,temp,600,600409,2.1
2021-12-30,temp,600,600410,0.9
2021-12-30,temp,600,600411,1.1
2021-12-30,temp,600,600413,1
2021-12-31,smc,300,600409,33.4
2021-12-31,smc,300,600410,18.1
2021-12-31,smc,300,600411,11.3
2021-12-31,smc,300,600413,13.2
2021-12-31,smc,450,600409,40.5
2021-12-31,smc,450,600410,27.9
2021-12-31,smc,450,600411,14.5
2021-12-31,smc,450,600413,26.6
2021-12-31,smc,600,600409,43.2
2021-12-31,smc,600,600410,35.5
2021-12-31,smc,600,600411,31.2
2021-12-31,smc,600,600413,33
2021-12-31,smc,750,600409,42
2021-12-31,smc,750,600410,35.2
2021-12-31,smc,750,600411,38.3
2021-12-31,smc,750,600413,35.7
2021-12-31,smc,900,600409,41.7
2021-12-31,smc,900,600410,42.4
2021-12-31,smc,900,600411,42.2
2021-12-31,smc,900,600413,40.5
2021-12-31,temp,035,600409,-0.1
2021-12-31,temp,035,600410,-0.8
2021-12-31,temp,035,600411,-0.9
2021-12-31,temp,035,600413,-0.8
2021-12-31,temp,100,600409,0
2021-12-31,temp,100,600410,-0.7
2021-12-31,temp,100,600411,-0.9
2021-12-31,temp,100,600413,-0.9
2021-12-31,temp,200,600409,0.5
2021-12-31,temp,200,600410,-0.2
2021-12-31,temp,200,600411,-0.8
2021-12-31,temp,200,600413,-0.9
2021-12-31,temp,300,600409,0.7
2021-12-31,temp,300,600410,-0.1
2021-12-31,temp,300,600411,-0.5
2021-12-31,temp,300,600413,-0.5
2021-12-31,temp,400,600409,1.5
2021-12-31,temp,400,600410,0
2021-12-31,temp,400,600411,0
2021-12-31,temp,400,600413,0.2
2021-12-31,temp,500,600409,1.7
2021-12-31,temp,500,600410,0.5
2021-12-31,temp,500,600411,0.6
2021-12-31,temp,500,600413,0.2
2021-12-31,temp,600,600409,2
2021-12-31,temp,600,600410,0.8
2021-12-31,temp,600,600411,1
2021-12-31,temp,600,600413,0.9
2022-01-01,smc,300,600409,33.4
2022-01-01,smc,300,600410,18.5
2022-01-01,smc,300,600411,11.6
2022-01-01,smc,300,600413,13.5
2022-01-01,smc,450,600409,40.5
2022-01-01,smc,450,600410,28.2
2022-01-01,smc,450,600411,14.6
2022-01-01,smc,450,600413,26.7
2022-01-01,smc,600,600409,43.2
2022-01-01,smc,600,600410,35.4
2022-01-01,smc,600,600411,30.8
2022-01-01,smc,600,600413,32.9
2022-01-01,smc,750,600409,42
2022-01-01,smc,750,600410,35.1
2022-01-01,smc,750,600411,37.1
2022-01-01,smc,750,600413,35.5
2022-01-01,smc,900,600409,41.7
2022-01-01,smc,900,600410,42.2
2022-01-01,smc,900,600411,42.4
2022-01-01,smc,900,600413,40.2
2022-01-01,temp,035,600409,-0.5
2022-01-01,temp,035,600410,-1.1
2022-01-01,temp,035,600411,-1.2
2022-01-01,temp,035,600413,-1.2
2022-01-01,temp,100,600409,-0
2022-01-01,temp,100,600410,-0.8
2022-01-01,temp,100,600411,-0.9
2022-01-01,temp,100,600413,-1
2022-01-01,temp,200,600409,0.5
2022-01-01,temp,200,600410,-0.1
2022-01-01,temp,200,600411,-0.7
2022-01-01,temp,200,600413,-0.8
2022-01-01,temp,300,600409,0.8
2022-01-01,temp,300,600410,-0.1
2022-01-01,temp,300,600411,-0.5
2022-01-01,temp,300,600413,-0.3
2022-01-01,temp,400,600409,1.5
2022-01-01,temp,400,600410,0
2022-01-01,temp,400,600411,0.1
2022-01-01,temp,400,600413,0.2
2022-01-01,temp,500,600409,1.7
2022-01-01,temp,500,600410,0.5
2022-01-01,temp,500,600411,0.6
2022-01-01,temp,500,600413,0.2
2022-01-01,temp,600,600409,2
2022-01-01,temp,600,600410,0.8
2022-01-01,temp,600,600411,1
2022-01-01,temp,600,600413,0.9
2022-01-02,smc,300,600409,33.4
2022-01-02,smc,300,600410,18.8
2022-01-02,smc,300,600411,11.9
2022-01-02,smc,300,600413,13.7
2022-01-02,smc,450,600409,40.5
2022-01-02,smc,450,600410,28.3
2022-01-02,smc,450,600411,14.8
2022-01-02,smc,450,600413,26.9
2022-01-02,smc,600,600409,43.2
2022-01-02,smc,600,600410,35.2
2022-01-02,smc,600,600411,30.7
2022-01-02,smc,600,600413,32.9
2022-01-02,smc,750,600409,42
2022-01-02,smc,750,600410,35.2
2022-01-02,smc,750,600411,36.5
2022-01-02,smc,750,600413,35.7
2022-01-02,smc,900,600409,41.7
2022-01-02,smc,900,600410,42.4
2022-01-02,smc,900,600411,42.2
2022-01-02,smc,900,600413,40.5
2022-01-02,temp,035,600409,-0.1
2022-01-02,temp,035,600410,-0.7
2022-01-02,temp,035,600411,-0.7
2022-01-02,temp,035,600413,-0.5
2022-01-02,temp,100,600409,0
2022-01-02,temp,100,600410,-0.6
2022-01-02,temp,100,600411,-0.7
2022-01-02,temp,100,600413,-0.7
2022-01-02,temp,200,600409,0.6
2022-01-02,temp,200,600410,-0.1
2022-01-02,temp,200,600411,-0.7
2022-01-02,temp,200,600413,-0.7
2022-01-02,temp,300,600409,0.8
2022-01-02,temp,300,600410,-0.1
2022-01-02,temp,300,600411,-0.4
2022-01-02,temp,300,600413,-0.3
2022-01-02,temp,400,600409,1.5
2022-01-02,temp,400,600410,0.1
2022-01-02,temp,400,600411,0.1
2022-01-02,temp,400,600413,0.2
2022-01-02,temp,500,600409,1.6
2022-01-02,temp,500,600410,0.5
2022-01-02,temp,500,600411,0.6
2022-01-02,temp,500,600413,0.2
2022-01-02,temp,600,600409,2
2022-01-02,temp,600,600410,0.8
2022-01-02,temp,600,600411,1.1
2022-01-02,temp,600,600413,0.9
2022-01-03,smc,300,600409,33.5
2022-01-03,smc,300,600410,19.5
2022-01-03,smc,300,600411,12.3
2022-01-03,smc,300,600413,14.3
2022-01-03,smc,450,600409,40.5
2022-01-03,smc,450,600410,28.6
2022-01-03,smc,450,600411,15
2022-01-03,smc,450,600413,27.2
2022-01-03,smc,600,600409,43.2
2022-01-03,smc,600,600410,35.2
2022-01-03,smc,600,600411,30.6
2022-01-03,smc,600,600413,32.9
2022-01-03,smc,750,600409,42
2022-01-03,smc,750,600410,35.2
2022-01-03,smc,750,600411,36.1
2022-01-03,smc,750,600413,35.7
2022-01-03,smc,900,600409,41.8
2022-01-03,smc,900,600410,42.4
2022-01-03,smc,900,600411,42
2022-01-03,smc,900,600413,40.6
2022-01-03,temp,035,600409,0
2022-01-03,temp,035,600410,-0.3
2022-01-03,temp,035,600411,-0.4
2022-01-03,temp,035,600413,-0.2
2022-01-03,temp,100,600409,0
2022-01-03,temp,100,600410,-0.4
2022-01-03,temp,100,600411,-0.5
2022-01-03,temp,100,600413,-0.5
2022-01-03,temp,200,600409,0.6
2022-01-03,temp,200,600410,0
2022-01-03,temp,200,600411,-0.6
2022-01-03,temp,200,600413,-0.6
2022-01-03,temp,300,600409,0.7
2022-01-03,temp,300,600410,-0
2022-01-03,temp,300,600411,-0.3
2022-01-03,temp,300,600413,-0.3
2022-01-03,temp,400,600409,1.5
2022-01-03,temp,400,600410,0.1
2022-01-03,temp,400,600411,0.1
2022-01-03,temp,400,600413,0.2
2022-01-03,temp,500,600409,1.6
2022-01-03,temp,500,600410,0.5
2022-01-03,temp,500,600411,0.6
2022-01-03,temp,500,600413,0.2
2022-01-03,temp,600,600409,2
2022-01-03,temp,600,600410,0.8
2022-01-03,temp,600,600411,1
2022-01-03,temp,600,600413,0.9
2022-01-04,smc,300,600409,33.7
2022-01-04,smc,300,600410,20.2
2022-01-04,smc,300,600411,12.7
2022-01-04,smc,300,600413,14.8
2022-01-04,smc,450,600409,40.7
2022-01-04,smc,450,600410,28.8
2022-01-04,smc,450,600411,15.1
2022-01-04,smc,450,600413,27.5
2022-01-04,smc,600,600409,43.4
2022-01-04,smc,600,600410,35.2
2022-01-04,smc,600,600411,30.5
2022-01-04,smc,600,600413,32.9
2022-01-04,smc,750,600409,42
2022-01-04,smc,750,600410,35.2
2022-01-04,smc,750,600411,35.8
2022-01-04,smc,750,600413,35.7
2022-01-04,smc,900,600409,41.9
2022-01-04,smc,900,600410,42.5
2022-01-04,smc,900,600411,42
2022-01-04,smc,900,600413,40.7
2022-01-04,temp,035,600409,-0.3
2022-01-04,temp,035,600410,-0.3
2022-01-04,temp,035,600411,-0.4
2022-01-04,temp,035,600413,-0.4
2022-01-04,temp,100,600409,0.1
2022-01-04,temp,100,600410,-0.2
2022-01-04,temp,100,600411,-0.5
2022-01-04,temp,100,600413,-0.3
2022-01-04,temp,200,600409,0.6
2022-01-04,temp,200,600410,0.1
2022-01-04,temp,200,600411,-0.5
2022-01-04,temp,200,600413,-0.5
2022-01-04,temp,300,600409,0.8
2022-01-04,temp,300,600410,0
2022-01-04,temp,300,600411,-0.3
2022-01-04,temp,300,600413,-0.2
2022-01-04,temp,400,600409,1.5
2022-01-04,temp,400,600410,0.1
2022-01-04,temp,400,600411,0.1
2022-01-04,temp,400,600413,0.2
2022-01-04,temp,500,600409,1.6
2022-01-04,temp,500,600410,0.5
2022-01-04,temp,500,600411,0.6
2022-01-04,temp,500,600413,0.2
2022-01-04,temp,600,600409,2
2022-01-04,temp,600,600410,0.8
2022-01-04,temp,600,600411,1
2022-01-04,temp,600,600413,0.9
2022-01-05,smc,300,600409,33.7
2022-01-05,smc,300,600410,20.7
2022-01-05,smc,300,600411,13
2022-01-05,smc,300,600413,14.9
2022-01-05,smc,450,600409,40.7
2022-01-05,smc,450,600410,29.2
2022-01-05,smc,450,600411,15.1
2022-01-05,smc,450,600413,27.9
2022-01-05,smc,600,600409,43.4
2022-01-05,smc,600,600410,35.2
2022-01-05,smc,600,600411,30.3
2022-01-05,smc,600,600413,33
2022-01-05,smc,750,600409,42.1
2022-01-05,smc,750,600410,35.1
2022-01-05,smc,750,600411,35.1
2022-01-05,smc,750,600413,35.6
2022-01-05,smc,900,600409,41.9
2022-01-05,smc,900,600410,42.3
2022-01-05,smc,900,600411,42
2022-01-05,smc,900,600413,40.3
2022-01-05,temp,035,600409,-0.7
2022-01-05,temp,035,600410,-1.1
2022-01-05,temp,035,600411,-0.9
2022-01-05,temp,035,600413,-1.5
2022-01-05,temp,100,600409,0
2022-01-05,temp,100,600410,-0.5
2022-01-05,temp,100,600411,-0.6
2022-01-05,temp,100,600413,-0.9
2022-01-05,temp,200,600409,0.6
2022-01-05,temp,200,600410,0.1
2022-01-05,temp,200,600411,-0.5
2022-01-05,temp,200,600413,-0.6
2022-01-05,temp,300,600409,0.8
2022-01-05,temp,300,600410,0
2022-01-05,temp,300,600411,-0.2
2022-01-05,temp,300,600413,-0.2
2022-01-05,temp,400,600409,1.5
2022-01-05,temp,400,600410,0.1
2022-01-05,temp,400,600411,0.2
2022-01-05,temp,400,600413,0.2
2022-01-05,temp,500,600409,1.6
2022-01-05,temp,500,600410,0.5
2022-01-05,temp,500,600411,0.6
2022-01-05,temp,500,600413,0.2
2022-01-05,temp,600,600409,2
2022-01-05,temp,600,600410,0.8
2022-01-05,temp,600,600411,1.1
2022-01-05,temp,600,600413,0.8
2022-01-06,smc,300,600409,33.6
2022-01-06,smc,300,600410,19.5
2022-01-06,smc,300,600411,12.7
2022-01-06,smc,300,600413,13.5
2022-01-06,smc,450,600409,40.8
2022-01-06,smc,450,600410,29.5
2022-01-06,smc,450,600411,15.3
2022-01-06,smc,450,600413,28.2
2022-01-06,smc,600,600409,43.5
2022-01-06,smc,600,600410,35.2
2022-01-06,smc,600,600411,30.3
2022-01-06,smc,600,600413,33
2022-01-06,smc,750,600409,42.2
2022-01-06,smc,750,600410,35
2022-01-06,smc,750,600411,34.3
2022-01-06,smc,750,600413,35.5
2022-01-06,smc,900,600409,42
2022-01-06,smc,900,600410,42.2
2022-01-06,smc,900,600411,42
2022-01-06,smc,900,600413,40.1
2022-01-06,temp,035,600409,-1.8
2022-01-06,temp,035,600410,-3.1
2022-01-06,temp,035,600411,-2.3
2022-01-06,temp,035,600413,-3.8
2022-01-06,temp,100,600409,-0.1
2022-01-06,temp,100,600410,-1.8
2022-01-06,temp,100,600411,-1.4
2022-01-06,temp,100,600413,-2.6
2022-01-06,temp,200,600409,0.6
2022-01-06,temp,200,600410,-0.2
2022-01-06,temp,200,600411,-0.7
2022-01-06,temp,200,600413,-1.3
2022-01-06,temp,300,600409,0.8
2022-01-06,temp,300,600410,0
2022-01-06,temp,300,600411,-0.2
2022-01-06,temp,300,600413,-0.3
2022-01-06,temp,400,600409,1.5
2022-01-06,temp,400,600410,0.1
2022-01-06,temp,400,600411,0.2
2022-01-06,temp,400,600413,0.3
2022-01-06,temp,500,600409,1.6
2022-01-06,temp,500,600410,0.5
2022-01-06,temp,500,600411,0.6
2022-01-06,temp,500,600413,0.2
2022-01-06,temp,600,600409,2
2022-01-06,temp,600,600410,0.8
2022-01-06,temp,600,600411,1.1
2022-01-06,temp,600,600413,0.9
2022-01-07,smc,300,600409,33.4
2022-01-07,smc,300,600410,17.5
2022-01-07,smc,300,600411,11.9
2022-01-07,smc,300,600413,12.4
2022-01-07,smc,450,600409,40.7
2022-01-07,smc,450,600410,28.9
2022-01-07,smc,450,600411,15.3
2022-01-07,smc,450,600413,27.3
2022-01-07,smc,600,600409,43.5
2022-01-07,smc,600,600410,35.4
2022-01-07,smc,600,600411,30.2
2022-01-07,smc,600,600413,33.1
2022-01-07,smc,750,600409,42.2
2022-01-07,smc,750,600410,35.2
2022-01-07,smc,750,600411,33.7
2022-01-07,smc,750,600413,35.7
2022-01-07,smc,900,600409,42
2022-01-07,smc,900,600410,42.5
2022-01-07,smc,900,600411,42
2022-01-07,smc,900,600413,40.4
2022-01-07,temp,035,600409,-0.9
2022-01-07,temp,035,600410,-2.7
2022-01-07,temp,035,600411,-2.3
2022-01-07,temp,035,600413,-3.2
2022-01-07,temp,100,600409,-0.1
2022-01-07,temp,100,600410,-2.1
2022-01-07,temp,100,600411,-1.8
2022-01-07,temp,100,600413,-2.7
2022-01-07,temp,200,600409,0.5
2022-01-07,temp,200,600410,-0.7
2022-01-07,temp,200,600411,-1.1
2022-01-07,temp,200,600413,-1.9
2022-01-07,temp,300,600409,0.7
2022-01-07,temp,300,600410,-0.1
2022-01-07,temp,300,600411,-0.3
2022-01-07,temp,300,600413,-0.7
2022-01-07,temp,400,600409,1.5
2022-01-07,temp,400,600410,0
2022-01-07,temp,400,600411,0.1
2022-01-07,temp,400,600413,0.2
2022-01-07,temp,500,600409,1.6
2022-01-07,temp,500,600410,0.4
2022-01-07,temp,500,600411,0.6
2022-01-07,temp,500,600413,0.2
2022-01-07,temp,600,600409,2
2022-01-07,temp,600,600410,0.8
2022-01-07,temp,600,600411,1
2022-01-07,temp,600,600413,0.8
2022-01-08,smc,300,600409,33.5
2022-01-08,smc,300,600410,17.6
2022-01-08,smc,300,600411,11.9
2022-01-08,smc,300,600413,12.8
2022-01-08,smc,450,600409,40.8
2022-01-08,smc,450,600410,27.4
2022-01-08,smc,450,600411,14.9
2022-01-08,smc,450,600413,26.3
2022-01-08,smc,600,600409,43.5
2022-01-08,smc,600,600410,35.1
2022-01-08,smc,600,600411,29.6
2022-01-08,smc,600,600413,32.7
2022-01-08,smc,750,600409,42.2
2022-01-08,smc,750,600410,35.1
2022-01-08,smc,750,600411,33.1
2022-01-08,smc,750,600413,35.7
2022-01-08,smc,900,600409,42
2022-01-08,smc,900,600410,42.5
2022-01-08,smc,900,600411,41.6
2022-01-08,smc,900,600413,40.4
2022-01-08,temp,035,600409,-0.2
2022-01-08,temp,035,600410,-1.5
2022-01-08,temp,035,600411,-1.4
2022-01-08,temp,035,600413,-1.7
2022-01-08,temp,100,600409,-0
2022-01-08,temp,100,600410,-1.2
2022-01-08,temp,100,600411,-1.2
2022-01-08,temp,100,600413,-1.7
2022-01-08,temp,200,600409,0.5
2022-01-08,temp,200,600410,-0.5
2022-01-08,temp,200,600411,-1
2022-01-08,temp,200,600413,-1.4
2022-01-08,temp,300,600409,0.7
2022-01-08,temp,300,600410,-0.2
2022-01-08,temp,300,600411,-0.5
2022-01-08,temp,300,600413,-0.7
2022-01-08,temp,400,600409,1.4
2022-01-08,temp,400,600410,-0.1
2022-01-08,temp,400,600411,0.1
2022-01-08,temp,400,600413,0.1
2022-01-08,temp,500,600409,1.6
2022-01-08,temp,500,600410,0.3
2022-01-08,temp,500,600411,0.5
2022-01-08,temp,500,600413,0.1
2022-01-08,temp,600,600409,2
2022-01-08,temp,600,600410,0.7
2022-01-08,temp,600,600411,1
2022-01-08,temp,600,600413,0.8
2022-01-09,smc,300,600409,33.5
2022-01-09,smc,300,600410,18
2022-01-09,smc,300,600411,12.1
2022-01-09,smc,300,600413,13.2
2022-01-09,smc,450,600409,40.9
2022-01-09,smc,450,600410,26.7
2022-01-09,smc,450,600411,14.6
2022-01-09,smc,450,600413,26.1
2022-01-09,smc,600,600409,43.5
2022-01-09,smc,600,600410,34.8
2022-01-09,smc,600,600411,29.2
2022-01-09,smc,600,600413,32.3
2022-01-09,smc,750,600409,42.2
2022-01-09,smc,750,600410,35.1
2022-01-09,smc,750,600411,32.7
2022-01-09,smc,750,600413,35.6
2022-01-09,smc,900,600409,42
2022-01-09,smc,900,600410,42.5
2022-01-09,smc,900,600411,41.4
2022-01-09,smc,900,600413,40.2
2022-01-09,temp,035,600409,-0.2
2022-01-09,temp,035,600410,-1.1
2022-01-09,temp,035,600411,-1.2
2022-01-09,temp,035,600413,-1.3
2022-01-09,temp,100,600409,0
2022-01-09,temp,100,600410,-1
2022-01-09,temp,100,600411,-1
2022-01-09,temp,100,600413,-1.2
2022-01-09,temp,200,600409,0.5
2022-01-09,temp,200,600410,-0.3
2022-01-09,temp,200,600411,-0.8
2022-01-09,temp,200,600413,-1.1
2022-01-09,temp,300,600409,0.7
2022-01-09,temp,300,600410,-0.2
2022-01-09,temp,300,600411,-0.5
2022-01-09,temp,300,600413,-0.6
2022-01-09,temp,400,600409,1.4
2022-01-09,temp,400,600410,-0.1
2022-01-09,temp,400,600411,0
2022-01-09,temp,400,600413,0.1
2022-01-09,temp,500,600409,1.6
2022-01-09,temp,500,600410,0.2
2022-01-09,temp,500,600411,0.5
2022-01-09,temp,500,600413,0.1
2022-01-09,temp,600,600409,1.9
2022-01-09,temp,600,600410,0.6
2022-01-09,temp,600,600411,0.9
2022-01-09,temp,600,600413,0.7
2022-01-10,smc,300,600409,33.6
2022-01-10,smc,300,600410,18.3
2022-01-10,smc,300,600411,12.3
2022-01-10,smc,300,600413,13.5
2022-01-10,smc,450,600409,41
2022-01-10,smc,450,600410,26.7
2022-01-10,smc,450,600411,14.6
2022-01-10,smc,450,600413,26.2
2022-01-10,smc,600,600409,43.7
2022-01-10,smc,600,600410,34.5
2022-01-10,smc,600,600411,29
2022-01-10,smc,600,600413,32
2022-01-10,smc,750,600409,42.3
2022-01-10,smc,750,600410,35
2022-01-10,smc,750,600411,32.2
2022-01-10,smc,750,600413,35.5
2022-01-10,smc,900,600409,42.2
2022-01-10,smc,900,600410,42.5
2022-01-10,smc,900,600411,40.8
2022-01-10,smc,900,600413,39.9
2022-01-10,temp,035,600409,-0.1
2022-01-10,temp,035,600410,-1
2022-01-10,temp,035,600411,-1
2022-01-10,temp,035,600413,-1
2022-01-10,temp,100,600409,0
2022-01-10,temp,100,600410,-0.8
2022-01-10,temp,100,600411,-0.9
2022-01-10,temp,100,600413,-1
2022-01-10,temp,200,600409,0.6
2022-01-10,temp,200,600410,-0.2
2022-01-10,temp,200,600411,-0.7
2022-01-10,temp,200,600413,-1
2022-01-10,temp,300,600409,0.7
2022-01-10,temp,300,600410,-0.2
2022-01-10,temp,300,600411,-0.4
2022-01-10,temp,300,600413,-0.5
2022-01-10,temp,400,600409,1.4
2022-01-10,temp,400,600410,-0.1
2022-01-10,temp,400,600411,0.1
2022-01-10,temp,400,600413,0.1
2022-01-10,temp,500,600409,1.6
2022-01-10,temp,500,600410,0.2
2022-01-10,temp,500,600411,0.5
2022-01-10,temp,500,600413,0.1
2022-01-10,temp,600,600409,1.9
2022-01-10,temp,600,600410,0.6
2022-01-10,temp,600,600411,0.9
2022-01-10,temp,600,600413,0.7
2022-01-11,smc,300,600409,33.7
2022-01-11,smc,300,600410,18.7
2022-01-11,smc,300,600411,12.5
2022-01-11,smc,300,600413,13.8
2022-01-11,smc,450,600409,41.1
2022-01-11,smc,450,600410,27
2022-01-11,smc,450,600411,14.7
2022-01-11,smc,450,600413,26.2
2022-01-11,smc,600,600409,43.8
2022-01-11,smc,600,600410,34.3
2022-01-11,smc,600,600411,28.8
2022-01-11,smc,600,600413,31.9
2022-01-11,smc,750,600409,42.4
2022-01-11,smc,750,600410,35
2022-01-11,smc,750,600411,31.8
2022-01-11,smc,750,600413,35.5
2022-01-11,smc,900,600409,42.2
2022-01-11,smc,900,600410,42.5
2022-01-11,smc,900,600411,40.3
2022-01-11,smc,900,600413,40
2022-01-11,temp,035,600409,-0.1
2022-01-11,temp,035,600410,-0.7
2022-01-11,temp,035,600411,-0.7
2022-01-11,temp,035,600413,-0.6
2022-01-11,temp,100,600409,0
2022-01-11,temp,100,600410,-0.6
2022-01-11,temp,100,600411,-0.7
2022-01-11,temp,100,600413,-0.8
2022-01-11,temp,200,600409,0.6
2022-01-11,temp,200,600410,-0.1
2022-01-11,temp,200,600411,-0.7
2022-01-11,temp,200,600413,-0.8
2022-01-11,temp,300,600409,0.7
2022-01-11,temp,300,600410,-0.1
2022-01-11,temp,300,600411,-0.3
2022-01-11,temp,300,600413,-0.5
2022-01-11,temp,400,600409,1.4
2022-01-11,temp,400,600410,-0.1
2022-01-11,temp,400,600411,0.1
2022-01-11,temp,400,600413,0.1
2022-01-11,temp,500,600409,1.6
2022-01-11,temp,500,600410,0.2
2022-01-11,temp,500,600411,0.5
2022-01-11,temp,500,600413,0.1
2022-01-11,temp,600,600409,1.8
2022-01-11,temp,600,600410,0.6
2022-01-11,temp,600,600411,0.8
2022-01-11,temp,600,600413,0.7
2022-01-12,smc,300,600409,34
2022-01-12,smc,300,600410,19.2
2022-01-12,smc,300,600411,12.8
2022-01-12,smc,300,600413,14.4
2022-01-12,smc,450,600409,41.2
2022-01-12,smc,450,600410,27.2
2022-01-12,smc,450,600411,14.8
2022-01-12,smc,450,600413,26.4
2022-01-12,smc,600,600409,43.9
2022-01-12,smc,600,600410,34.2
2022-01-12,smc,600,600411,28.7
2022-01-12,smc,600,600413,31.9
2022-01-12,smc,750,600409,42.4
2022-01-12,smc,750,600410,35
2022-01-12,smc,750,600411,31.7
2022-01-12,smc,750,600413,35.5
2022-01-12,smc,900,600409,42.2
2022-01-12,smc,900,600410,42.5
2022-01-12,smc,900,600411,40.2
2022-01-12,smc,900,600413,40.1
2022-01-12,temp,035,600409,-0.1
2022-01-12,temp,035,600410,-0.3
2022-01-12,temp,035,600411,-0.4
2022-01-12,temp,035,600413,-0.1
2022-01-12,temp,100,600409,0.1
2022-01-12,temp,100,600410,-0.4
2022-01-12,temp,100,600411,-0.5
2022-01-12,temp,100,600413,-0.5
2022-01-12,temp,200,600409,0.6
2022-01-12,temp,200,600410,-0
2022-01-12,temp,200,600411,-0.6
2022-01-12,temp,200,600413,-0.6
2022-01-12,temp,300,600409,0.8
2022-01-12,temp,300,600410,-0.1
2022-01-12,temp,300,600411,-0.3
2022-01-12,temp,300,600413,-0.3
2022-01-12,temp,400,600409,1.4
2022-01-12,temp,400,600410,-0
2022-01-12,temp,400,600411,0.1
2022-01-12,temp,400,600413,0.1
2022-01-12,temp,500,600409,1.6
2022-01-12,temp,500,600410,0.3
2022-01-12,temp,500,600411,0.5
2022-01-12,temp,500,600413,0.1
2022-01-12,temp,600,600409,1.7
2022-01-12,temp,600,600410,0.6
2022-01-12,temp,600,600411,0.8
2022-01-12,temp,600,600413,0.7
2022-01-13,smc,300,600409,34
2022-01-13,smc,300,600410,19.9
2022-01-13,smc,300,600411,13.2
2022-01-13,smc,300,600413,15
2022-01-13,smc,450,600409,41.2
2022-01-13,smc,450,600410,27.5
2022-01-13,smc,450,600411,15
2022-01-13,smc,450,600413,26.7
2022-01-13,smc,600,600409,43.9
2022-01-13,smc,600,600410,34.2
2022-01-13,smc,600,600411,28.6
2022-01-13,smc,600,600413,32
2022-01-13,smc,750,600409,42.5
2022-01-13,smc,750,600410,35
2022-01-13,smc,750,600411,31.5
2022-01-13,smc,750,600413,35.5
2022-01-13,smc,900,600409,42.2
2022-01-13,smc,900,600410,42.5
2022-01-13,smc,900,600411,40.2
2022-01-13,smc,900,600413,40.2
2022-01-13,temp,035,600409,-0.1
2022-01-13,temp,035,600410,-0.2
2022-01-13,temp,035,600411,-0.3
2022-01-13,temp,035,600413,-0.1
2022-01-13,temp,100,600409,0.1
2022-01-13,temp,100,600410,-0.3
2022-01-13,temp,100,600411,-0.4
2022-01-13,temp,100,600413,-0.3
2022-01-13,temp,200,600409,0.6
2022-01-13,temp,200,600410,0
2022-01-13,temp,200,600411,-0.5
2022-01-13,temp,200,600413,-0.5
2022-01-13,temp,300,600409,0.8
2022-01-13,temp,300,600410,-0.1
2022-01-13,temp,300,600411,-0.3
2022-01-13,temp,300,600413,-0.3
2022-01-13,temp,400,600409,1.4
2022-01-13,temp,400,600410,0
2022-01-13,temp,400,600411,0.1
2022-01-13,temp,400,600413,0.1
2022-01-13,temp,500,600409,1.5
2022-01-13,temp,500,600410,0.3
2022-01-13,temp,500,600411,0.5
2022-01-13,temp,500,600413,0.1
2022-01-13,temp,600,600409,1.7
2022-01-13,temp,600,600410,0.6
2022-01-13,temp,600,600411,0.8
2022-01-13,temp,600,600413,0.7
2022-01-14,smc,300,600409,35.9
2022-01-14,smc,300,600410,20.5
2022-01-14,smc,300,600411,13.6
2022-01-14,smc,300,600413,15.5
2022-01-14,smc,450,600409,41.7
2022-01-14,smc,450,600410,28
2022-01-14,smc,450,600411,15.1
2022-01-14,smc,450,600413,27
2022-01-14,smc,600,600409,44
2022-01-14,smc,600,600410,34.4
2022-01-14,smc,600,600411,28.6
2022-01-14,smc,600,600413,32
2022-01-14,smc,750,600409,42.5
2022-01-14,smc,750,600410,35
2022-01-14,smc,750,600411,31.2
2022-01-14,smc,750,600413,35.5
2022-01-14,smc,900,600409,42.5
2022-01-14,smc,900,600410,42.5
2022-01-14,smc,900,600411,39.8
2022-01-14,smc,900,600413,40
2022-01-14,temp,035,600409,-0
2022-01-14,temp,035,600410,-0.3
2022-01-14,temp,035,600411,-0.2
2022-01-14,temp,035,600413,-0.5
2022-01-14,temp,100,600409,0.1
2022-01-14,temp,100,600410,-0.2
2022-01-14,temp,100,600411,-0.3
2022-01-14,temp,100,600413,-0.3
2022-01-14,temp,200,600409,0.6
2022-01-14,temp,200,600410,0.1
2022-01-14,temp,200,600411,-0.4
2022-01-14,temp,200,600413,-0.5
2022-01-14,temp,300,600409,0.8
2022-01-14,temp,300,600410,-0
2022-01-14,temp,300,600411,-0.2
2022-01-14,temp,300,600413,-0.2
2022-01-14,temp,400,600409,1.4
2022-01-14,temp,400,600410,0
2022-01-14,temp,400,600411,0.1
2022-01-14,temp,400,600413,0.2
2022-01-14,temp,500,600409,1.5
2022-01-14,temp,500,600410,0.3
2022-01-14,temp,500,600411,0.5
2022-01-14,temp,500,600413,0.1
